VOUCHER NUMBER,AMOUNT,CHECK DATE,DEPARTMENT NAME,CONTRACT NUMBER,VENDOR NAME,CASHED
PVRF382867368,66223.67,06/24/2018,DEPT OF FLEET MGMT,33371,CARE PLUS LLC,True
PV39698447855,411.57,12/01/2019,DEPT OF AVIATION,40769,COMCAST OF CHICAGO INC,True
PVCI720294968,2224.48,08/04/2018,DEPT OF STREETS & SANITATION,30871,AT & T 09,True
PVCI946181501,22409.41,11/07/2018,DEPARTMENT OF HEALTH,30298,"MCDONAGH DEMOLITION, INC.",True
PV99215843674,5988.75,06/04/2018,DEPT OF STREETS & SANITATION,20293,OLIVE BRANCH MISSION,True
PVRF956443569,2370.99,11/28/2018,DEPT OF FAMILY AND SUPPORT SERVICES,67510,"CHICAGO UNITED INDUSTRIES, LIMITED",True
PV27886685583,72469.89,07/08/2018,DEPT OF GENERAL SERVICES,66942,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
CVIP468991795,49273.7,06/02/2018,DEPT OF FAMILY AND SUPPORT SERVICES,15257,VERIZON WIRELESS,True
CVIP194381229,5541.18,12/31/2018,DEPT OF AVIATION,28775,HOWARD BROWN HEALTH CENTER,True
PV27181463394,2579896.6,06/10/2018,FIRE DEPARTMENT,31999,KENNY CONSTRUCTION COMPANY,True
PV27181595283,1228.46,01/22/2018,DEPT OF GENERAL SERVICES,29859,HENRY BOOTH HOUSE,True
PV39059421586,19.86,09/15/2019,DEPT OF FAMILY AND SUPPORT SERVICES,40336,P V HOLDING CORP,True
PV99224362046,39337.62,06/01/2018,DEPT OF FAMILY AND SUPPORT SERVICES,41933,"CHRISTOFANO EQUIPMENT CO., INC.",True
PV39575268382,24352.06,09/17/2019,DEPT OF FAMILY AND SUPPORT SERVICES,3718,AIR ONE EQUIPMENT INC,True
PV27549133221,9723.42,11/19/2018,DEPT OF FLEET MGMT,74381,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,True
CVIP378055859,6292.09,01/14/2018,DEPT OF FAMILY AND SUPPORT SERVICES,67510,"OAKK CONSTRUCTION COMPANY, INC",True
PV99447000162,3809.85,10/23/2019,DEPT OF GENERAL SERVICES,31999,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
PV39158262367,228929.39,09/07/2019,DEPT OF GENERAL SERVICES,28364,WORLD FUEL SERVICES INC,True
CVIP004497409,46185.48,01/23/2019,DEPT OF FAMILY AND SUPPORT SERVICES,28820,"GRAYBAR ELECTRIC COMPANY, INC",True
PV27880367170,741.73,04/07/2019,DEPT OF FLEET MGMT,69568,CHICAGO URBAN LEAGUE DEV CORP,True
PV99763269561,163.89,03/06/2018,DEPT OF FAMILY AND SUPPORT SERVICES,74381,"OFFICE DEPOT, INC.",True
PV99788858348,34454.2,02/21/2018,DEPT OF FAMILY AND SUPPORT SERVICES,DV,STRATOS TECHNOLOGIES INC,False
CVIP332396388,27154.25,11/28/2019,DEPT OF GENERAL SERVICES,47144,CHICAGO COMMONS ASSOCIATION 02,True
PV39313917200,118863.87,12/30/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,41933,"SUMIT CONSTRUCTION CO., INC.",True
PV99305708982,19082.54,11/02/2019,DEPARTMENT OF REVENUE,40769,AT&T CORP,True
CVIP959833017,3761.34,05/01/2018,DEPT OF GENERAL SERVICES,32230,CHICAGO YOUTH CENTERS,True
PV39518129960,14890.68,05/04/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,24025,AT&T CORP,True
PVCI485870447,29031.01,06/05/2018,DEPARTMENT OF LAW,24027,JOHNSON PIPE & SUPPLY COMPANY INC,True
PV27704119849,37975.19,02/03/2018,DEPT OF BUSINESS & INFORMATION SERVICES,29937,HERC RENTALS INC,True
PVCI878894978,16150.66,07/13/2019,DEPARTMENT OF HEALTH,18086,"OAKK CONSTRUCTION COMPANY, INC",True
PV27936295321,172339.69,05/26/2019,DEPARTMENT OF POLICE,66942,SET ENVIRONMENTAL INC,True
PV99630733749,8529.68,06/16/2019,DEPT OF FAMILY AND SUPPORT SERVICES,22875,"RICONDO & ASSOCIATES, INC.",True
PV27660077784,108550.22,09/06/2018,DEPT OF FLEET MGMT,65749,PALM ELECTRIC COMPANY,True
PVCI123905632,32675.95,11/01/2018,DEPT OF FAMILY AND SUPPORT SERVICES,31999,THRESHOLDS,False
PVRF782214669,89.34,06/09/2018,DEPT OF GENERAL SERVICES,28820,"OFFICE DEPOT, INC.",True
PV99723231926,53101.83,01/25/2018,DEPT OF AVIATION,24835,"IL BONE AND JOINT INSTITUTE, LLC",True
CVIP659922952,5273.23,01/04/2018,DEPT OF STREETS & SANITATION,26901,COMMONWEALTH. EDISON CO.,True
PV39635552634,712.52,11/24/2019,DEPT OF FLEET MGMT,19393,JOHNSON PIPE & SUPPLY COMPANY INC,False
PV99998982670,9199.87,02/22/2018,DEPT OF AVIATION,27914,"SUMIT CONSTRUCTION CO., INC.",True
PV99988586864,481120.15,10/15/2019,DEPT OF FAMILY AND SUPPORT SERVICES,19393,"NEIGHBORHOOD HOUSING SERVICES CHICAGO, INC.",True
PVCI195131684,355.81,01/30/2019,DEPT OF GENERAL SERVICES,28364,"OFFICE DEPOT, INC.",True
PV99897610402,9946.5,01/12/2019,DEPT OF COMMUNITY DEVELOPMENT,15451,HIGHWAY SAFETY CORPORATION.,True
PV27057903526,21937.3,01/19/2019,DEPT OF GENERAL SERVICES,30298,COMMONWEALTH. EDISON CO.,True
PVCI627050163,142714.03,02/21/2019,DEPT OF AVIATION,40769,UNIVERSITY OF CHICAGO 03,True
PVRF965254969,2062.43,02/24/2018,DEPT OF GENERAL SERVICES,32230,MSC INDUSTRIAL SUPPLY CO,True
PVRF039107669,22598.02,03/02/2018,DEPT OF GENERAL SERVICES,3718,CHILDREN'S HOME & AID SOCIETY OF ILLINOIS,False
PVCI598324590,13909.3,11/11/2019,CHICAGO PUBLIC LIBRARY,32564,AT&T CORP,True
PV27283840665,122772.28,05/03/2018,DEPT OF FAMILY AND SUPPORT SERVICES,26313,ALL CHICAGO MAKING HOMELESSNESS HISTORY,True
PV27834680803,11215342.48,08/29/2018,DEPARTMENT OF PERSONNEL,41708,"F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES, LLC",True
PVRF311941096,318.14,04/01/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,DV,"PROGRESSIVE INDUSTRIES, INC.",True
PV99066666273,497560.95,03/29/2019,DEPARTMENT OF FINANCE,36561,KENNY CONSTRUCTION COMPANY,True
PV99369931833,12016.81,10/20/2018,DEPT OF FLEET MGMT,22875,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,True
PV39793205719,15599.52,01/29/2019,DEPT OF GENERAL SERVICES,30986,HAYMARKET CENTER,True
PVCI131483081,91884.64,11/02/2019,CHICAGO PUBLIC LIBRARY,24932,PUBLIC HEALTH INSTITUTE OF METROPOLITAN CHICAGO,True
PV27654363707,37989.02,10/09/2019,DEPT OF FLEET MGMT,51904,"INDUSTRIAL FENCE, INC",True
PV39819761598,3389.57,06/01/2019,DEPT OF GENERAL SERVICES,41708,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO,True
PV27279343448,1550.11,08/24/2018,DEPT OF GENERAL SERVICES,33717,"INGRAM LIBRARY SERVICES, INC",True
PVRF281126893,3121.2,11/24/2018,DEPT OF FAMILY AND SUPPORT SERVICES,19847,"OAKK CONSTRUCTION COMPANY, INC",True
CVIP184690534,107686.9,02/15/2018,DEPARTMENT OF WATER MANAGEMENT,73156,CHICAGO COMMONS ASSOCIATION,True
PVCI929021079,3813.92,07/20/2019,DEPT OF GENERAL SERVICES,67510,JOHNSON PIPE & SUPPLY COMPANY INC,True
PV99913280689,81408.54,10/12/2019,DEPT OF GENERAL SERVICES,36561,RUSH UNIVERSITY MEDICAL CENTER,True
PV39022824054,815.79,05/19/2019,DEPT OF BUSINESS & INFORMATION SERVICES,26775,"ASIAN HUMAN SERVICES, INC.",True
PV27352511889,30.4,07/24/2019,DEPT OF FLEET MGMT,19539,HERTZ VEHICLES LLC,True
PV27088220167,41698.9,09/21/2019,DEPT OF FLEET MGMT,41933,HIGHWAY SAFETY CORPORATION.,True
PVCI446693667,3679.72,05/06/2019,DEPT OF AVIATION,66942,"PROGRESSIVE INDUSTRIES, INC.",True
CVIP204120476,4995.86,01/30/2019,DEPT OF BUSINESS & INFORMATION SERVICES,40336,"OFFICE DEPOT, INC.",True
CVIP453431694,22065.28,06/13/2018,DEPT OF STREETS & SANITATION,46305,SAFER FOUNDATION 01,True
PV27796136864,8751.91,06/08/2018,DEPT OF GENERAL SERVICES,29709,HAYMARKET CENTER,False
PVRF707798348,1818.18,12/31/2018,DEPARTMENT OF HEALTH,30300,CHICAGO URBAN LEAGUE DEV CORP,True
PV99339945903,193.84,03/16/2018,DEPT OF GENERAL SERVICES,17739,BRIDGES COURT REPORTING,True
PV39446249194,119.26,01/07/2019,DEPT OF GENERAL SERVICES,30871,PV HOLDING CORP,True
CVIP764658719,19918.55,02/02/2019,DEPT OF AVIATION,DV,CIPHER PARTNERS LP,True
PVRF717147772,26268.03,03/26/2019,DEPT OF BUSINESS & INFORMATION SERVICES,28775,VERIZON WIRELESS,True
PVCI623234691,8380.5,12/11/2018,DEPARTMENT OF WATER MANAGEMENT,75071,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,True
PV99903057320,30.77,10/27/2018,DEPT OF FAMILY AND SUPPORT SERVICES,T26824,COMCAST OF CHICAGO INC,True
PV39056358400,10338.72,05/08/2019,DEPT OF FAMILY AND SUPPORT SERVICES,DV,"COVENTRY HEALTH CARE WORK COMPENSATION, INC.",True
CVIP209831359,5205.49,04/08/2018,DEPT OF FLEET MGMT,1416,"INGRAM LIBRARY SERVICES, INC",True
PVCI942177122,14463.33,05/03/2019,DEPARTMENT OF CULTURAL AFFAIRS,75071,MICHAEL REESE RESEARCH & EDUCATION FOUNDATION,True
PV99388263207,28038.26,12/27/2018,DEPT OF AVIATION,41933,CAROLE ROBERTSON CENTER FOR LEARNING,True
PV27492932835,39744.97,09/30/2018,DEPARTMENT OF LAW,26775,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO,True
PV27425971563,201.88,10/13/2018,DEPT OF GENERAL SERVICES,29709,SCR MEDICAL TRANSPORTATIONS INC LS,True
CVIP170108850,18520.6,09/26/2019,DEPT OF STREETS & SANITATION,47811,AMERICAN EXPRESS TRAVEL RELATE,True
PV99893747821,14.12,04/04/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,30301,RENTAL CAR FINANCE CORP,True
CVIP973549694,6375.4,05/10/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,46305,MSC INDUSTRIAL SUPPLY CO,True
PVCI773247451,4360.5,08/10/2019,DEPT OF AVIATION,47754,"INGRAM LIBRARY SERVICES, INC",True
PV39782401879,1797.35,04/02/2019,DEPT OF GENERAL SERVICES,30545,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,True
PV99747896260,34063.63,03/12/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,40769,"MORTON SALT, INC.",True
PV99827197882,118209.72,05/01/2019,DEPT OF GENERAL SERVICES,29709,SEVEN-D CONSTRUCTION CO.,True
PV99982098845,17850.36,06/08/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,29742,CHICAGO YOUTH CENTERS,True
PV99456057502,39920.21,02/21/2019,DEPT OF AVIATION,DV,HENRY BOOTH HOUSE,True
PVCI325528768,24701.81,12/23/2018,DEPT OF FAMILY AND SUPPORT SERVICES,32528,HENRY BOOTH HOUSE,True
PV99124234402,4403.25,08/21/2018,DEPT OF FAMILY AND SUPPORT SERVICES,40336,POSTAGE BY PHONE,True
PVRF904667284,18652.61,12/13/2018,DEPT OF FAMILY AND SUPPORT SERVICES,21974,"SUMIT CONSTRUCTION CO., INC.",True
PV39298747558,26005.89,04/30/2018,DEPT OF FLEET MGMT,20293,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
PV99870396471,8966.25,09/27/2018,DEPARTMENT OF WATER MANAGEMENT,31999,"OAKK CONSTRUCTION COMPANY, INC",True
PV27490394972,960.86,04/10/2019,DEPT OF FLEET MGMT,30300,"OFFICE DEPOT, INC.",True
CVIP795019065,22467.84,07/20/2019,DEPT OF GENERAL SERVICES,33232,"EASTER SEALS METROPOLITAN CHICAGO, INC.",True
PVRF504845591,167228.0,08/19/2018,DEPT OF FAMILY AND SUPPORT SERVICES,19542,"CDW GOVERNMENT, LLC.",True
CVIP699484617,23058.15,11/15/2018,DEPT OF FAMILY AND SUPPORT SERVICES,29937,CENTERS FOR NEW HORIZONS 01,True
PV27878339187,38473.5,02/14/2019,DEPT OF FAMILY AND SUPPORT SERVICES,102621,METROPOLITAN FAMILY SERVICE,True
PV27518376481,143.45,05/13/2018,DEPT OF FAMILY AND SUPPORT SERVICES,30043,MERCYWORKS OCCUPATIONAL MEDICINE,True
PV99072953174,2977.2,05/19/2019,DEPT OF FLEET MGMT,15257,SALVATION ARMY FAMILY & COMMUNITY SERVICES,True
PV39824158508,34473.85,06/22/2018,DEPT OF FAMILY AND SUPPORT SERVICES,34452,"DELTA DEMOLITION, INC",True
CVIP675221771,8626.77,01/07/2019,FIRE DEPARTMENT,18086,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,True
PVCI440591310,14696.76,02/21/2019,DEPARTMENT OF CULTURAL AFFAIRS,22875,ALL CHICAGO MAKING HOMELESSNESS HISTORY,True
PVCI312478979,52.64,03/12/2019,DEPT OF FAMILY AND SUPPORT SERVICES,41708,"OFFICE DEPOT, INC.",True
PV99237026049,199578.34,02/17/2019,DEPT OF FAMILY AND SUPPORT SERVICES,102621,"INDUSTRIAL FENCE, INC",True
CVIP572520707,235711.2,11/19/2018,DEPT OF GENERAL SERVICES,30015,PEOPLE'S GAS LIGHTS & COKE COOK FLEET|CLEANED-UP,True
PV39295858793,122.56,09/11/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,34452,MERCYWORKS OCCUPATIONAL MEDICINE,True
PVRF777947680,477.43,01/21/2019,DEPT OF FLEET MGMT,40769,"SAFELITE FULFILLMENT, INC.",True
PV99702220906,1500.03,08/24/2019,CHICAGO PUBLIC LIBRARY,61840,"ANCHOR MECHANICAL, INC",True
PVCI602701831,177.63,12/06/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,28775,"OFFICE DEPOT, INC.",True
PVCI416436606,35978.77,02/15/2018,DEPT OF FAMILY AND SUPPORT SERVICES,33469,"COVENTRY HEALTH CARE WORK COMPENSATION, INC.",True
PVCI864094433,1957.66,08/28/2019,DEPT OF GENERAL SERVICES,28775,SECRETARY OF STATE,True
PVRF198627107,55484.59,06/05/2019,DEPT OF FAMILY AND SUPPORT SERVICES,58539,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,True
PV27298273422,1567.49,10/18/2018,DEPT OF COMMUNITY DEVELOPMENT,26775,JOHNSON PIPE & SUPPLY COMPANY INC,True
PVCI900613940,13286.86,10/11/2018,DEPARTMENT OF WATER MANAGEMENT,30014,CATHOLIC BISHOP OF CHICAGO - ST. SABINA CHURCH,False
PVCI261621952,21917.45,09/19/2018,DEPT OF GENERAL SERVICES,3718,UNIVERSITY OF CHICAGO 03,True
PVRF154770886,1873.91,03/18/2018,OFFICE OF EMERGENCY COMMUNICATION,73156,NESTLE WATERS NORTH AMERICA,True
PV39510433669,1893.91,06/03/2019,DEPT OF GENERAL SERVICES,29554,BOYS & GIRLS CLUBS OF CHICAGO,True
PV39671155817,201.03,01/04/2019,DEPT OF COMMUNITY DEVELOPMENT,33232,PV HOLDING CORP,True
PVCI486209980,787627.24,01/14/2018,DEPT OF GENERAL SERVICES,29554,ALLIED WASTE TRANSPORTATION INC,True
PVCI417839206,2524.65,04/19/2018,DEPT OF GENERAL SERVICES,47811,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
CVIP394806060,859.04,10/27/2018,DEPT OF GENERAL SERVICES,33469,JOHNSON PIPE & SUPPLY COMPANY INC,True
PVRF975438677,4184.42,10/24/2019,DEPT OF GENERAL SERVICES,30303,MICHAEL REESE RESEARCH & EDUCATION FOUNDATION,True
PV27706897663,1958.34,01/27/2019,DEPT OF AVIATION,24026,"OFFICE DEPOT, INC.",True
PVCI817380869,379.85,06/22/2019,CHICAGO PUBLIC LIBRARY,34452,HENRY BOOTH HOUSE - MANUAL ADJUSTMENT - OVERRIDE APPROVED,True
PV39643958035,67832.63,01/07/2019,DEPT OF GENERAL SERVICES,47144,OPEN DOOR CLINIC OF GREATER ELGIN,True
PVRF298286600,986.0,12/26/2018,DEPT OF AVIATION,91165,SIGNATURE FLIGHT SUPPORT,True
PV99640166723,37995.06,03/25/2018,DEPT OF FAMILY AND SUPPORT SERVICES,5432,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
PVRF469999534,300213.64,05/01/2018,DEPT OF COMMUNITY DEVELOPMENT,58539,RELIABLE CONTRACTING & EQUIP.,True
CVIP114155386,27546.62,03/25/2019,DEPT OF AVIATION,69568,"BPC AIRPORT PARTNERS,",True
CVIP377325918,317643.87,12/29/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,26313,HNTB CORPORATION,False
PV99188707264,30623.9,06/22/2019,DEPT OF GENERAL SERVICES,33717,COVENTRY WORKERS' COMP SERVICES,True
PV99856003184,18561.2,09/24/2019,DEPT OF GENERAL SERVICES,DV,DYNAMO ADVISORS LLC,True
PV39942400606,183068.4,03/10/2018,DEPT OF FAMILY AND SUPPORT SERVICES,30301,"MCDONAGH DEMOLITION, INC.",True
PV27861316193,3571.8,02/23/2019,CITY CLERK,28364,JOHNSON PIPE & SUPPLY COMPANY INC,True
PV39225168701,491.91,01/31/2018,DEPT OF BUSINESS & INFORMATION SERVICES,33371,HERTZ VEHICLES LLC,True
CVIP094508263,1161.26,05/05/2019,DEPT OF GENERAL SERVICES,33371,"OFFICE DEPOT, INC.",True
PV99430149038,793.79,03/24/2019,DEPT OF GENERAL SERVICES,26588,ALL CHICAGO MAKING HOMELESSNESS HISTORY,True
CVIP743050252,1251.73,08/20/2019,DEPARTMENT OF WATER MANAGEMENT,26775,PV HOLDING CORP,True
CVIP481989267,840.04,02/12/2019,DEPT OF FAMILY AND SUPPORT SERVICES,33233,"GRAYBAR ELECTRIC COMPANY, INC",True
PVCI410119898,6698.18,02/20/2019,DEPT OF GENERAL SERVICES,32528,"HEARTLAND HUMAN CARE SERVICES, INC.",True
PV99787772120,8254.15,01/14/2019,DEPT OF BUSINESS & INFORMATION SERVICES,47811,MAC AUTO INC,True
CVIP107635455,8421.36,06/29/2019,DEPT OF FAMILY AND SUPPORT SERVICES,29742,SAFER FOUNDATION,True
PVCI426659962,4129.39,11/27/2019,DEPT OF COMMUNITY DEVELOPMENT,26901,"OFFICE DEPOT, INC.",True
PVCI607275753,3917.51,07/04/2018,FIRE DEPARTMENT,29859,BACK OF THE YARDS NEIGHBORHOOD COUNCIL,True
PV39044744193,15.49,05/23/2018,DEPT OF GENERAL SERVICES,19393,RENTAL CAR FINANCE CORP,True
PV27992130848,13776.09,06/03/2018,DEPARTMENT OF WATER MANAGEMENT,26901,AT&T CORP,True
CVIP846949146,779.02,08/24/2018,DEPT OF AVIATION,24027,"OFFICE DEPOT, INC.",True
PV27384365362,9920.93,08/26/2019,DEPT OF STREETS & SANITATION,49569,"EASTER SEALS METROPOLITAN CHICAGO, INC.",False
PV39099404220,633.53,01/19/2019,DEPARTMENT OF BUILDINGS,47754,MIDWEST ORTHOPAEDIC CONSULTANT,True
PV27585604638,15.98,07/12/2019,DEPT OF AVIATION,34452,HERTZ VEHICLES LLC,False
PVRF095963403,1652.6,08/11/2019,DEPT OF AVIATION,24512,"OFFICE DEPOT, INC.",True
CVIP480058935,6982.44,05/10/2018,DEPARTMENT OF PERSONNEL,T27781,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
CVIP098204933,8731.2,07/08/2018,DEPT OF AVIATION,27914,CAROLE ROBERTSON CENTER FOR LEARNING,True
PVRF329835957,311.82,10/15/2019,DEPT OF FAMILY AND SUPPORT SERVICES,34450,SCR MEDICAL TRANSPORTATIONS INC LS,True
PVRF460190958,1186.8,12/02/2018,DEPT OF AVIATION,33461,"PROGRESSIVE INDUSTRIES, INC.",True
CVIP366356433,4447.61,10/22/2018,DEPT OF FAMILY AND SUPPORT SERVICES,20293,"TPA NETWORK, INC C/O",True
PV99312187464,1393.57,01/21/2018,DEPT OF FAMILY AND SUPPORT SERVICES,65749,"INGRAM LIBRARY SERVICES, INC",True
PV39927996263,20915.41,08/05/2018,DEPARTMENT OF LAW,47811,PHALANX FAMILY SERVICES,True
PV99374328344,23449.14,10/20/2019,DEPT OF GENERAL SERVICES,30300,"CHRISTOFANO EQUIPMENT CO., INC.",True
PVRF797308694,479.01,02/26/2018,DEPARTMENT OF HEALTH,29709,GREATER ILLINOIS TITLE COMPANY,True
PVRF175484210,8473.81,10/26/2019,DEPARTMENT OF WATER MANAGEMENT,21974,"SUMIT CONSTRUCTION CO., INC.",True
CVIP685650698,54236.71,06/27/2019,DEPT OF FAMILY AND SUPPORT SERVICES,40336,RELIABLE CONTRACTING & EQUIP.,True
CVIP972717032,27711.65,02/22/2019,DEPT OF GENERAL SERVICES,20293,AT&T CORP,True
PV27862850809,61616.77,01/08/2018,DEPT OF FAMILY AND SUPPORT SERVICES,33233,CAROLE ROBERTSON CENTER FOR LEARNING,True
PV99221927238,58556.02,05/27/2018,DEPARTMENT OF HEALTH,24027,SEVEN-D CONSTRUCTION CO.,False
PV27742145074,389.53,03/29/2019,DEPT OF FAMILY AND SUPPORT SERVICES,30301,"OFFICE DEPOT, INC.",True
PV39693835881,9376.63,05/29/2018,DEPT OF AVIATION,29554,THRESHOLDS,True
PV27838226069,69981.15,01/21/2019,DEPT OF GENERAL SERVICES,30986,"MCDONAGH DEMOLITION, INC.",True
CVIP486855727,43815.05,10/17/2019,DEPT OF COMMUNITY DEVELOPMENT,73158,NORTHSHORE UNIVERSITY HEALTHSYSTEM MEDICAL GROUP,True
PV27066004587,16164.75,06/27/2018,OFFICE OF EMERGENCY COMMUNICATION,24026,CHICAGO COMMONS ASSOCIATION 02,True
PV99094647655,82368.0,09/06/2018,DEPT OF FAMILY AND SUPPORT SERVICES,28295,METROPOLITAN FAMILY SERVICE,True
PV99338511538,25882.11,07/24/2018,DEPARTMENT OF WATER MANAGEMENT,33461,PUERTO RICAN CULTURAL CENTER,True
PVRF193561660,8887.78,07/12/2019,CHICAGO PUBLIC LIBRARY,74381,CHICAGO CHILD CARE SOCIETY,True
PV39970527161,5898.48,08/21/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,36561,SECRETARY OF STATE,True
PV99153296081,7747.52,11/10/2018,DEPT OF STREETS & SANITATION,30016,SALVATION ARMY FAMILY & COMMUNITY SERVICES,True
PVCI644717618,358951.64,10/08/2019,DEPT OF FAMILY AND SUPPORT SERVICES,69568,"RICONDO & ASSOCIATES, INC.",True
PVCI809356052,7016.49,02/01/2018,DEPT OF AVIATION,DV,"T. Y. LIN INTERNATIONAL GREAT LAKES, INC.",True
PV39250921798,3740.67,11/29/2018,DEPT OF FAMILY AND SUPPORT SERVICES,28295,"IL BONE AND JOINT INSTITUTE, LLC",True
PVRF717003108,15628.47,02/15/2018,DEPT OF FAMILY AND SUPPORT SERVICES,30014,JOHNSON PIPE & SUPPLY COMPANY INC,True
PV99655336154,2863.43,01/20/2018,FIRE DEPARTMENT,40336,"KOREAN AMERICAN COMMUNITY SERVICES, INC.",True
PV99509023283,16800.43,05/14/2018,DEPARTMENT OF FINANCE,26775,HOWARD AREA COMMUNITY CENTER 01,True
PV27871108254,2954.13,11/29/2019,DEPARTMENT OF WATER MANAGEMENT,T27781,"SILK SCREEN EXPRESS, INC.",True
PV27116787251,3153.82,01/21/2019,DEPT OF GENERAL SERVICES,22875,AIR ONE EQUIPMENT INC,True
PVRF198011560,10129.44,05/03/2018,CHICAGO PUBLIC LIBRARY,47144,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,True
CVIP438491350,6262.13,03/04/2018,DEPT OF AVIATION,28775,JOHNSON PIPE & SUPPLY COMPANY INC,True
PV27600723212,49340.89,06/29/2018,DEPT OF GENERAL SERVICES,30015,"ADA S. MC KINLEY COMMUNITY SERVICES, INC.",True
PV27646298065,42739.07,05/05/2018,OFFICE OF EMERGENCY COMMUNICATION,28775,JOHNSON PIPE & SUPPLY COMPANY INC,True
PV39992821835,1090.01,02/05/2019,DEPARTMENT OF HEALTH,30298,NORTHWESTERN MED. FAC. FOUNDATION,True
PV27285874553,9256.04,03/12/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,32909,THOMSON WEST,True
PV27316092946,324.7,08/03/2018,CHICAGO PUBLIC LIBRARY,26901,CEPAMERICA ILLINOIS LLP,True
CVIP944625672,4219.07,03/10/2019,FIRE DEPARTMENT,17739,HOWARD BROWN HEALTH CENTER,True
PV99807060867,869.49,09/29/2019,DEPARTMENT OF BUILDINGS,40336,THOMSON WEST,True
PVCI637655620,82520.14,03/27/2019,DEPT OF FAMILY AND SUPPORT SERVICES,24025,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO,True
PVRF977333862,4099.74,03/17/2018,DEPT OF AVIATION,33717,CHICAGO YOUTH CENTERS,True
PV39210057037,21345.89,05/26/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,21974,"SGA YOUTH & FAMILY SERVICES, NFP",True
PVCI972315384,34937.6,01/23/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,33233,SAFER FOUNDATION 01,True
PV99891928355,60078.51,07/02/2018,DEPT OF FAMILY AND SUPPORT SERVICES,51904,SET ENVIRONMENTAL INC,True
PVCI853151251,28185.69,12/03/2019,DEPT OF FAMILY AND SUPPORT SERVICES,30545,"CITY ESCAPE GARDEN & DESIGN,LLC",True
PVRF011851789,2496.14,12/13/2018,DEPT OF FAMILY AND SUPPORT SERVICES,19393,SERVICE SANITATION,True
PVRF083529259,13240.72,11/01/2019,DEPT OF GENERAL SERVICES,T26824,HOWARD AREA COMMUNITY CENTER 01,True
PV39059632531,20686.6,07/26/2019,DEPT OF FAMILY AND SUPPORT SERVICES,T26824,"T. Y. LIN INTERNATIONAL GREAT LAKES, INC.",True
PV27700182277,4818.65,10/12/2018,DEPT OF GENERAL SERVICES,67510,CHILDREN'S PLACE ASSOCIATION,True
PV27716195076,5088.55,01/16/2018,DEPARTMENT OF HEALTH,30043,"TPA NETWORK, INC C/O",True
PV27779477827,29425.84,04/17/2018,DEPARTMENT OF WATER MANAGEMENT,28466,"SUMIT CONSTRUCTION CO., INC.",True
PV27641445281,2744.4,09/01/2018,DEPARTMENT OF HEALTH,17739,AZTEC SUPPLY CORPORATION,True
PVRF800045810,4197.48,04/23/2018,DEPT OF STREETS & SANITATION,30301,"OCCUPATIONAL HEALTH CENTERS OF ILLINOIS, P.C",True
PVCI260161489,18.48,01/06/2018,CHICAGO PUBLIC LIBRARY,49308,P V HOLDING CORP,True
CVIP463705793,15925.38,01/08/2019,DEPT OF AVIATION,33232,FIRST SCRIPT,True
PVCI996859772,16.85,10/16/2019,DEPT OF AVIATION,69568,P V HOLDING CORP,True
CVIP071719283,14855.76,05/04/2018,DEPT OF AVIATION,19847,JOHNSON PIPE & SUPPLY COMPANY INC,True
PV99296072689,6286.83,05/01/2019,DEPT OF BUSINESS & INFORMATION SERVICES,30016,SERVICE SANITATION,True
PVRF586396446,5353.87,07/09/2019,DEPT OF COMMUNITY DEVELOPMENT,19393,AMERICAN BUILDING SERVICES LLC,True
