VOUCHER NUMBER,AMOUNT,CHECK DATE,DEPARTMENT NAME,VENDOR NAME,YEAR,MONTH
PVRF443481569,733.82,2019-08-03,DEPT OF FAMILY AND SUPPORT SERVICES,"MIDWEST ORTHOPAEDICS AT RUSH, LLC",2019,8
PV99239680464,1387.62,2019-01-01,DEPT OF FAMILY AND SUPPORT SERVICES,"ARROW MESSENGER SERVICES, INC.",2019,1
CVIP344357028,289.14,2018-07-04,DEPT OF GENERAL SERVICES,JOHNSON PIPE & SUPPLY COMPANY INC,2018,7
PVCI112879375,19989.19,2019-07-03,DEPARTMENT OF WATER MANAGEMENT,ONWARD NEIGHBORHOOD HOUSE,2019,7
PV27974519878,6447.32,2018-08-20,DEPT OF AVIATION,"OAKK CONSTRUCTION COMPANY, INC",2018,8
PVCI816530838,111682.87,2019-04-30,DEPT OF GENERAL SERVICES,"RICONDO & ASSOCIATES, INC.",2019,4
PV27585320679,1582.99,2019-08-28,DEPT OF GENERAL SERVICES,MSC INDUSTRIAL SUPPLY CO,2019,8
PV39661971906,123.98,2019-06-02,DEPT OF COMMUNITY DEVELOPMENT,PALM ELECTRIC COMPANY,2019,6
PVCI750596557,42.57,2018-01-03,DEPT OF FAMILY AND SUPPORT SERVICES,HERTZ VEHICLES LLC,2018,1
PV27936995141,249422.44,2019-05-18,DEPT OF FAMILY AND SUPPORT SERVICES,KENNY CONSTRUCTION COMPANY,2019,5
PVCI604687324,25133.4,2018-07-02,DEPT OF STREETS & SANITATION,MCKESSON - MEDICAL-SURGICAL GOVERNMENT SOLUTIONS LLC,2018,7
PVCI032601238,823.87,2019-03-25,DEPT OF FLEET MGMT,"OFFICE DEPOT, INC.",2019,3
PVRF831554998,40203.34,2019-09-01,DEPT OF BUSINESS & INFORMATION SERVICES,METROPOLITAN FAMILY SERVICE,2019,9
PV99890290930,9431.3,2019-05-10,DEPT OF FAMILY AND SUPPORT SERVICES,POSTAGE BY PHONE - MANUAL CORRECTION - AMOUNT ADJUSTMENT,2019,5
PV27291229667,1491.94,2019-07-15,DEPARTMENT OF HEALTH,"ARROW MESSENGER SERVICES, INC.",2019,7
PV27214928366,11.15,2019-09-10,DEPT OF COMMUNITY DEVELOPMENT,HERTZ VEHICLES LLC,2019,9
PV39727965482,21314.64,2018-07-19,DEPT OF FAMILY AND SUPPORT SERVICES,METROPOLITAN FAMILY SERVICE,2018,7
PV99664884253,16149.47,2018-10-09,DEPT OF COMMUNITY DEVELOPMENT,"OFFICE DEPOT, INC.",2018,10
PV27393612192,1590.91,2018-05-22,DEPT OF FAMILY AND SUPPORT SERVICES,SCR MEDICAL TRANSPORTATIONS INC LS,2018,5
PVCI928511718,87519.41,2018-08-23,DEPARTMENT OF WATER MANAGEMENT,"MEDRISK, INC",2018,8
PV39843077035,65712.95,2018-06-29,DEPARTMENT OF CULTURAL AFFAIRS,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2018,6
PVRF096053789,13540.76,2018-12-19,CHICAGO DEPARTMENT OF TRANSPORTATION,VERIZON WIRELESS,2018,12
PV27590930925,10573.84,2018-02-13,CHICAGO DEPARTMENT OF TRANSPORTATION,"SUMIT CONSTRUCTION CO., INC.",2018,2
PV27926238616,29993.68,2019-09-30,DEPT OF FAMILY AND SUPPORT SERVICES,CHICAGO YOUTH CENTERS,2019,9
PVCI887554317,96080.87,2018-01-03,DEPARTMENT OF WATER MANAGEMENT,ENTERPRISE LEASING CO OF CHICAGO,2018,1
PVRF128033240,10541.83,2018-11-27,CHICAGO DEPARTMENT OF TRANSPORTATION,CHILDREN'S PLACE ASSOCIATION,2018,11
PVCI736342201,37917.3,2019-06-20,DEPT OF GENERAL SERVICES,CHICAGO COMMONS ASSOCIATION,2019,6
PVRF663557088,15108.13,2019-02-28,DEPT OF FLEET MGMT,KOAL ENTERPRISES INC,2019,2
PVRF542204079,584.18,2018-06-05,DEPARTMENT OF WATER MANAGEMENT,P V HOLDING CORP,2018,6
PVCI995894401,412.39,2019-07-23,DEPT OF FAMILY AND SUPPORT SERVICES,VERIZON WIRELESS,2019,7
PV27922983294,67632.87,2018-07-15,DEPT OF FLEET MGMT,G & V CONSTRUCTION CO INC,2018,7
PVCI145683297,127875.51,2019-07-04,DEPT OF AVIATION,WASTE MANAGEMENT OF ILLINOIS,2019,7
PVRF846400364,304.84,2018-08-24,DEPT OF FAMILY AND SUPPORT SERVICES,AT&T CORP,2018,8
PV99821467694,46.04,2019-06-08,DEPT OF FAMILY AND SUPPORT SERVICES,HERTZ VEHICLES LLC,2019,6
CVIP905921402,25009.09,2018-07-05,DEPT OF COMMUNITY DEVELOPMENT,METROPOLITAN FAMILY SERVICE,2018,7
PV27198290948,3648.85,2019-11-18,DEPARTMENT OF LAW,JOHNSON PIPE & SUPPLY COMPANY INC,2019,11
PV99341001767,51.5,2018-07-16,DEPT OF AVIATION,SCR MEDICAL TRANSPORTATIONS INC LS,2018,7
CVIP959736650,26930.49,2019-08-13,DEPT OF FLEET MGMT,THOMSON WEST,2019,8
PV39572836957,825.57,2019-10-08,DEPARTMENT OF BUILDINGS,"OFFICE DEPOT, INC.",2019,10
PVCI991704627,5342.98,2019-02-02,DEPT OF FLEET MGMT,GREATER ILLINOIS TITLE COMPANY,2019,2
PV99850349737,21774.62,2018-01-27,DEPT OF STREETS & SANITATION,"ASIAN HUMAN SERVICES, INC.",2018,1
PVRF095159445,275078.38,2018-07-21,DEPT OF FAMILY AND SUPPORT SERVICES,WASTE MANAGEMENT OF ILLINOIS,2018,7
PVRF916527297,101123.54,2018-07-08,DEPT OF FAMILY AND SUPPORT SERVICES,SAFER FOUNDATION 01,2018,7
PV27443210900,706.34,2018-06-19,CHICAGO DEPARTMENT OF TRANSPORTATION,"TPA NETWORK, INC C/O",2018,6
CVIP724329080,78319.8,2018-10-28,DEPT OF BUSINESS & INFORMATION SERVICES,AT&T CORP,2018,10
PV99807498289,1716.31,2019-03-12,DEPT OF AVIATION,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2019,3
PV39690117271,35075.45,2018-08-19,DEPARTMENT OF CULTURAL AFFAIRS,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2018,8
PV27060301984,25.41,2019-02-28,CHICAGO DEPARTMENT OF TRANSPORTATION,HERTZ VEHICLES LLC,2019,2
PV27763609262,8780.18,2018-04-30,DEPT OF GENERAL SERVICES,"PROGRESSIVE INDUSTRIES, INC.",2018,4
CVIP042677087,43115.89,2018-06-25,DEPARTMENT OF WATER MANAGEMENT,"HEARTLAND HUMAN CARE SERVICES, INC.",2018,6
CVIP657478913,540.77,2018-12-25,DEPT OF AVIATION,"TERRACON CONSULTANTS, INC.",2018,12
PVRF245657361,1259.25,2019-11-18,DEPARTMENT OF HEALTH,HENRY BOOTH HOUSE,2019,11
PVRF094534842,6711.06,2019-05-19,DEPARTMENT OF WATER MANAGEMENT,CHRISTIAN COMMUNITY HEALTH CENTER,2019,5
CVIP861684871,169269.05,2018-05-06,DEPT OF FAMILY AND SUPPORT SERVICES,CHICAGO CHILD CARE SOCIETY,2018,5
CVIP928462128,24866.18,2019-03-15,CHICAGO DEPARTMENT OF TRANSPORTATION,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2019,3
PV27320871784,231.49,2018-04-18,DEPT OF FAMILY AND SUPPORT SERVICES,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2018,4
PVRF083762817,14000.37,2019-01-01,DEPT OF STREETS & SANITATION,HIGHWAY SAFETY CORPORATION.,2019,1
PVRF382350434,3073.29,2018-11-03,CHICAGO PUBLIC LIBRARY,"OAKK CONSTRUCTION COMPANY, INC",2018,11
PVCI270982353,194786.67,2019-08-09,DEPARTMENT OF WATER MANAGEMENT,"OPEN KITCHENS, INC.",2019,8
PVRF903835189,2203.74,2019-05-02,CHICAGO DEPARTMENT OF TRANSPORTATION,UNITED PARCEL SERVICE 01,2019,5
PVCI691818889,673.11,2018-06-30,DEPT OF STREETS & SANITATION,WHEELS LT,2018,6
PV39311538805,3721.24,2018-11-08,DEPT OF STREETS & SANITATION,"OAKK CONSTRUCTION COMPANY, INC",2018,11
PVRF623656220,3001.43,2019-08-07,DEPT OF BUSINESS & INFORMATION SERVICES,MCKESSON - MEDICAL-SURGICAL GOVERNMENT SOLUTIONS LLC,2019,8
PV39313578430,1120.9,2019-07-29,DEPT OF GENERAL SERVICES,"OFFICE DEPOT, INC.",2019,7
PV99372078568,3467.54,2019-04-04,DEPT OF GENERAL SERVICES,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2019,4
PV27152906275,36989.64,2018-10-29,DEPT OF GENERAL SERVICES,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,2018,10
PV39439230181,8044.45,2018-01-15,DEPT OF GENERAL SERVICES,OZINGA READY MIX CONCRETE INC,2018,1
PVCI608240533,110.53,2019-04-06,DEPT OF FAMILY AND SUPPORT SERVICES,"OFFICE DEPOT, INC.",2019,4
PV27213055972,21746.8,2018-11-07,DEPT OF FAMILY AND SUPPORT SERVICES,HENRY BOOTH HOUSE,2018,11
PV39951955478,3542.22,2019-03-23,DEPARTMENT OF WATER MANAGEMENT,"OFFICE DEPOT, INC.",2019,3
PV27086870593,172321.89,2018-09-07,DEPARTMENT OF LAW,"MCDONAGH DEMOLITION, INC.",2018,9
CVIP274904443,9718.55,2018-01-11,CHICAGO DEPARTMENT OF TRANSPORTATION,"ASIAN HUMAN SERVICES, INC.",2018,1
PVRF136867127,23.02,2018-01-19,DEPT OF AVIATION,P V HOLDING CORP,2018,1
PVRF721155851,1391.03,2018-04-01,DEPT OF GENERAL SERVICES,"SAFELITE FULFILLMENT, INC.",2018,4
PVCI084876890,1784.94,2019-11-24,DEPT OF FAMILY AND SUPPORT SERVICES,THOMSON WEST,2019,11
PV39009428292,117440.92,2018-11-17,DEPT OF GENERAL SERVICES,"SOMERCOR 504, INC.",2018,11
CVIP657074233,15754.09,2018-02-18,DEPT OF FLEET MGMT,CHILDREN'S HOME & AID SOCIETY OF ILLINOIS,2018,2
PVCI078348880,4929.93,2019-06-02,DEPT OF FAMILY AND SUPPORT SERVICES,"EASTER SEALS METROPOLITAN CHICAGO, INC.",2019,6
PV99604227976,76163.35,2018-08-04,DEPT OF GENERAL SERVICES,CHICAGO CHILD CARE SOCIETY,2018,8
PVCI767716927,422.36,2018-06-03,DEPARTMENT OF CULTURAL AFFAIRS,"OFFICE DEPOT, INC.",2018,6
PV99461101556,5.29,2019-01-03,DEPARTMENT OF WATER MANAGEMENT,HERTZ VEHICLES LLC,2019,1
PV39779003464,17475.15,2018-06-19,DEPT OF GENERAL SERVICES,WESTSIDE HEALTH AUTHORITY,2018,6
PV39833731823,5.07,2019-01-21,DEPT OF FLEET MGMT,"OFFICE DEPOT, INC.",2019,1
PV39536633780,3059.7,2018-09-12,DEPT OF FAMILY AND SUPPORT SERVICES,"OFFICE DEPOT, INC.",2018,9
PV39263254273,5959.06,2018-11-21,DEPT OF AVIATION,"BARRICADE LITES, INC.",2018,11
PV99540870183,579.11,2019-04-14,DEPT OF GENERAL SERVICES,"OFFICE DEPOT, INC.",2019,4
PV27524208441,201474.72,2018-03-03,DEPT OF FAMILY AND SUPPORT SERVICES,CHICAGO TRANSITY AUTHORITY.,2018,3
CVIP199355452,2785.94,2018-03-28,DEPT OF FAMILY AND SUPPORT SERVICES,JOHNSON PIPE & SUPPLY COMPANY INC,2018,3
CVIP595293704,108.82,2018-07-16,DEPT OF FAMILY AND SUPPORT SERVICES,JOHNSON PIPE & SUPPLY COMPANY INC,2018,7
PVRF754591229,5398.41,2019-06-15,DEPARTMENT OF BUILDINGS,"HENRY FRERK SONS, INC.",2019,6
CVIP044569015,14092.85,2018-10-13,DEPT OF AVIATION,SALVATION ARMY FAMILY & COMMUNITY SERVICES,2018,10
CVIP073025607,2972.32,2019-08-23,DEPT OF AVIATION,GREATER ILLINOIS TITLE COMPANY,2019,8
PVCI590930111,6356.71,2018-02-05,DEPT OF FAMILY AND SUPPORT SERVICES,METROPOLITAN FAMILY SERVICE,2018,2
CVIP992591729,223220.0,2018-06-22,DEPT OF AVIATION,AIDS FOUNDATION OF CHICAGO|CLEANED-UP,2018,6
PV27162479074,2015.93,2018-11-22,DEPT OF FLEET MGMT,GREATER ILLINOIS TITLE COMPANY,2018,11
PV27408246353,23.36,2018-01-23,DEPT OF AVIATION,HERTZ VEHICLES LLC,2018,1
PV99433775001,93489.42,2019-09-26,DEPT OF FAMILY AND SUPPORT SERVICES,ENTERPRISE LEASING CO OF CHICAGO,2019,9
PV39991775892,672565.22,2018-07-03,DEPT OF GENERAL SERVICES,"MEDRISK, INC",2018,7
CVIP670011195,253911.14,2019-07-03,DEPT OF FAMILY AND SUPPORT SERVICES,CHICAGO COMMONS ASSOCIATION 02,2019,7
PV99354403846,3677.71,2018-06-13,DEPT OF STREETS & SANITATION,AT&T CORP,2018,6
PVRF854697984,931.75,2019-01-29,DEPT OF FAMILY AND SUPPORT SERVICES,MSC INDUSTRIAL SUPPLY CO,2019,1
PV27520362649,172793.59,2018-07-27,DEPT OF FAMILY AND SUPPORT SERVICES,"SGA YOUTH & FAMILY SERVICES, NFP",2018,7
PV27505610906,1381.32,2018-05-23,DEPT OF FAMILY AND SUPPORT SERVICES,"OAKK CONSTRUCTION COMPANY, INC",2018,5
PV39900273232,12938.15,2018-09-17,DEPT OF FAMILY AND SUPPORT SERVICES,ENTERPRISE LEASING CO OF CHICAGO,2018,9
PV99726903538,17270.42,2019-05-10,DEPT OF FLEET MGMT,PALM ELECTRIC COMPANY,2019,5
PVRF525786466,4461.6,2019-01-04,DEPT OF FLEET MGMT,"BARRICADE LITES, INC.",2019,1
PVRF687035001,2775.75,2019-05-28,DEPT OF AVIATION,CHINESE AMERICAN SERVICE LEAGUE,2019,5
CVIP550746764,11921.53,2018-04-17,DEPT OF COMMUNITY DEVELOPMENT,VERIZON WIRELESS,2018,4
PV99037611781,6042.78,2019-04-30,DEPT OF COMMUNITY DEVELOPMENT,"ARROW MESSENGER SERVICES, INC.",2019,4
PV39248795735,1068969.6,2018-12-09,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,MOTOROLA SOLUTIONS INC,2018,12
PV27641247378,12838.18,2019-11-24,CHICAGO DEPARTMENT OF TRANSPORTATION,JOHNSON PIPE & SUPPLY COMPANY INC,2019,11
PVRF895097483,213459.94,2019-04-21,CHICAGO DEPARTMENT OF TRANSPORTATION,TAFT STETTINIUS HOLLISTER LLP CHICAGO,2019,4
CVIP689136099,46812.55,2018-03-06,DEPT OF FAMILY AND SUPPORT SERVICES,CAROLE ROBERTSON CENTER FOR LEARNING,2018,3
PV39173686582,1855304.97,2018-10-04,DEPARTMENT OF WATER MANAGEMENT,KENNY CONSTRUCTION COMPANY,2018,10
PV39522310503,46831.54,2018-03-30,COMM ON ANIMAL CARE & CONTROL,G & V CONSTRUCTION CO INC,2018,3
PV99123359521,2767.42,2018-07-29,CHICAGO DEPARTMENT OF TRANSPORTATION,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,2018,7
PV27534515237,23806.01,2018-06-09,CHICAGO PUBLIC LIBRARY,"VCNA PRAIRIE ILLINOIS, INC.",2018,6
PV99425413630,48.19,2018-05-25,DEPARTMENT OF BUILDINGS,HERTZ VEHICLES LLC,2018,5
PV99614459712,36334.81,2018-05-14,DEPT OF FLEET MGMT,HIGHWAY SAFETY CORPORATION.,2018,5
PVCI126027856,2891.56,2018-07-14,DEPT OF GENERAL SERVICES,COVENTRY WORKERS' COMP SERVICES,2018,7
CVIP481153203,303.48,2019-02-08,CHICAGO PUBLIC LIBRARY,WHEELS LT,2019,2
CVIP331839499,9153.47,2019-01-10,FIRE DEPARTMENT,CITY UTILITY EQUIPMENT SALES & LEASING COMPANY,2019,1
PV27790353614,1611.98,2018-07-09,DEPT OF FAMILY AND SUPPORT SERVICES,CHICAGO YOUTH CENTERS,2018,7
PVRF328547891,158819.27,2018-06-19,DEPT OF FAMILY AND SUPPORT SERVICES,CHICAGO COMMONS ASSOCIATION 02,2018,6
PV99495060396,191.44,2018-08-18,DEPT OF FAMILY AND SUPPORT SERVICES,"OFFICE DEPOT, INC.",2018,8
CVIP509800715,38184.38,2019-01-02,DEPT OF GENERAL SERVICES,"ALBANY PARK COMMUNITY CENTER, INC",2019,1
PVCI530740070,83288.58,2018-12-19,CHICAGO DEPARTMENT OF TRANSPORTATION,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2018,12
PVRF500882261,6051.72,2018-05-30,DEPARTMENT OF WATER MANAGEMENT,COMMONWEALTH. EDISON CO.,2018,5
PV99312850021,781.18,2018-07-11,DEPT OF FAMILY AND SUPPORT SERVICES,MERCYWORKS OCCUPATIONAL MEDICINE,2018,7
PVCI708278671,7684.83,2019-04-24,DEPT OF FAMILY AND SUPPORT SERVICES,TRI-ANGLE FABRICATION & BODY,2019,4
PVRF720487609,5400.73,2019-04-06,DEPT OF FAMILY AND SUPPORT SERVICES,JOHNSON PIPE & SUPPLY COMPANY INC,2019,4
CVIP033863467,43014.84,2018-02-09,DEPT OF FAMILY AND SUPPORT SERVICES,SALVATION ARMY FAMILY & COMMUNITY SERVICES,2018,2
PV99413342234,15639.83,2019-01-11,DEPT OF FLEET MGMT,RAE PRODUCTS & CHEMICALS CORPORATION,2019,1
PV27995236776,70014.83,2019-05-16,DEPT OF GENERAL SERVICES,METROPOLITAN FAMILY SERVICE,2019,5
PV27200455497,2996.95,2018-06-01,DEPARTMENT OF WATER MANAGEMENT,VICTORIA LEGAL & CORPORATE SERVICES,2018,6
PV39552715553,12352.96,2018-07-07,DEPT OF FAMILY AND SUPPORT SERVICES,JOHNSON PIPE & SUPPLY COMPANY INC,2018,7
PVRF344185780,6218.95,2018-05-25,DEPT OF GENERAL SERVICES,TRI-ANGLE FABRICATION & BODY,2018,5
PVCI399336921,2263.83,2019-07-11,DEPT OF FAMILY AND SUPPORT SERVICES,"URLAUB, BOWEN & ASSOCIATES. INC.",2019,7
PVCI526263577,31350.32,2018-03-26,DEPT OF FAMILY AND SUPPORT SERVICES,G & V CONSTRUCTION CO INC,2018,3
PV39786202907,24759.76,2018-02-14,DEPARTMENT OF WATER MANAGEMENT,"ILLINOIS ORTHOPEDIC NETWORK, LLC",2018,2
CVIP081683043,1224.21,2018-12-03,DEPT OF AVIATION,"OFFICE DEPOT, INC.",2018,12
PV99019177761,1062556.38,2019-03-07,DEPARTMENT OF WATER MANAGEMENT,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2019,3
PV39283833787,6554.65,2019-04-12,DEPT OF GENERAL SERVICES,"CHINESE AMERICAN SERVICE LEAGUE, INC.",2019,4
PVCI621717961,16450.36,2018-01-09,DEPT OF FAMILY AND SUPPORT SERVICES,"LANDRUM & BROWN, INC",2018,1
PVCI924563589,108471.39,2018-05-29,DEPT OF FAMILY AND SUPPORT SERVICES,CENTERS FOR NEW HORIZONS 01,2018,5
PVRF883528731,185784.2,2019-04-09,CHICAGO DEPARTMENT OF TRANSPORTATION,"LEOPARDO COMPANIES, INC",2019,4
PV27564859269,994.87,2019-09-25,DEPT OF FAMILY AND SUPPORT SERVICES,"OCCUPATIONAL HEALTH CENTERS OF ILLINOIS, P.C",2019,9
PVRF553714676,2456.89,2019-09-08,DEPT OF FAMILY AND SUPPORT SERVICES,NORTHWESTERN UNIVERSITY SETTLEMENT ASSOCIATION,2019,9
CVIP995651501,53564.27,2018-03-20,CHICAGO DEPARTMENT OF TRANSPORTATION,TAFT STETTINIUS HOLLISTER LLP CHICAGO,2018,3
CVIP834744953,19170.05,2018-10-03,DEPARTMENT OF HEALTH,G & V CONSTRUCTION CO INC,2018,10
PV27056081522,4954.54,2018-05-16,DEPT OF FAMILY AND SUPPORT SERVICES,CHICAGO URBAN LEAGUE DEV CORP,2018,5
PV99764222481,57125.43,2019-03-29,DEPT OF GENERAL SERVICES,METROPOLITAN FAMILY SERVICE,2019,3
PVCI108397779,73241.29,2018-04-25,DEPT OF COMMUNITY DEVELOPMENT,"SILK SCREEN EXPRESS, INC.",2018,4
PV27540351184,28862.98,2019-02-03,DEPT OF STREETS & SANITATION,"SILK SCREEN EXPRESS, INC.",2019,2
PV27370272195,1980.92,2018-06-30,DEPT OF BUSINESS & INFORMATION SERVICES,AIR ONE EQUIPMENT INC,2018,6
PVCI060330545,33488.12,2019-05-13,DEPT OF FLEET MGMT,"WELCH BROTHERS, INC",2019,5
PV27567269957,38206.58,2019-04-19,FIRE DEPARTMENT,TAFT STETTINIUS HOLLISTER LLP CHICAGO,2019,4
PV27849526179,454030.24,2019-11-03,DEPT OF GENERAL SERVICES,"MCDONAGH DEMOLITION, INC.",2019,11
CVIP599876353,43904.35,2019-05-29,DEPT OF STREETS & SANITATION,SALVATION ARMY FAMILY & COMMUNITY SERVICES,2019,5
PV39343388116,2404.62,2019-04-07,DEPT OF FLEET MGMT,"ILLINOIS ORTHOPEDIC NETWORK, LLC",2019,4
PV27949910220,93.81,2019-06-22,DEPT OF GENERAL SERVICES,GREATER ILLINOIS TITLE COMPANY,2019,6
PV27952194777,57.96,2019-08-19,DEPT OF STREETS & SANITATION,WHEELS LT,2019,8
PV27800516050,109833.26,2018-09-23,DEPARTMENT OF POLICE,METROPOLITAN FAMILY SERVICE,2018,9
PVCI891392114,32440.67,2018-01-09,DEPT OF FAMILY AND SUPPORT SERVICES,"KOREAN AMERICAN COMMUNITY SERVICES, INC.",2018,1
PVRF084846926,356.15,2018-04-10,DEPT OF FAMILY AND SUPPORT SERVICES,"OFFICE DEPOT, INC.",2018,4
CVIP338433667,12312.52,2019-10-17,DEPT OF AVIATION,ALL CHICAGO MAKING HOMELESSNESS HISTORY,2019,10
PVCI222436977,16153.97,2018-11-06,DEPT OF GENERAL SERVICES,"SILK SCREEN EXPRESS, INC.",2018,11
PV27104153531,20461.58,2019-11-21,DEPT OF AVIATION,"CHICAGO UNITED INDUSTRIES, LIMITED",2019,11
PVRF345131655,7332.28,2019-04-24,DEPT OF FAMILY AND SUPPORT SERVICES,AIDS FOUNDATION OF CHICAGO|CLEANED-UP,2019,4
PVCI808246308,15118.27,2018-07-07,DEPT OF FAMILY AND SUPPORT SERVICES,VERIZON WIRELESS,2018,7
PV99591153593,138592.24,2018-09-26,DEPT OF FAMILY AND SUPPORT SERVICES,BUILDERS CHICAGO CORPORATION,2018,9
PVCI341649903,50189.67,2019-09-24,DEPT OF GENERAL SERVICES,"SUMIT CONSTRUCTION CO., INC.",2019,9
PV99311952007,53.26,2019-07-23,CHICAGO PUBLIC LIBRARY,WHEELS LT,2019,7
PV39313763804,50493.63,2019-11-17,DEPT OF FLEET MGMT,AIR ONE EQUIPMENT INC,2019,11
CVIP951365294,16606.12,2018-12-30,CHICAGO DEPARTMENT OF TRANSPORTATION,PEOPLE'S GAS LIGHTS & COKE COOK FLEET|CLEANED-UP,2018,12
PV39564924749,9792.2,2018-07-31,DEPT OF GENERAL SERVICES,"GRAYBAR ELECTRIC COMPANY, INC",2018,7
PVCI139557682,5532.48,2019-11-15,DEPARTMENT OF WATER MANAGEMENT,PRIMO CENTER FOR WOMEN AND CHILDREN,2019,11
PVCI337104412,40212.62,2019-09-05,CHICAGO DEPARTMENT OF TRANSPORTATION,STRATOS GLOBAL LTD,2019,9
PV39504168113,3676958.01,2018-06-09,DEPT OF FAMILY AND SUPPORT SERVICES,RELIABLE CONTRACTING & EQUIP.,2018,6
PV99045489977,1339.13,2019-10-22,DEPARTMENT OF WATER MANAGEMENT,CHICAGO URBAN LEAGUE DEV CORP,2019,10
PV27790287445,189196.97,2019-11-04,DEPT OF AVIATION,G & V CONSTRUCTION CO INC,2019,11
PV99748398209,9332.4,2018-09-24,DEPT OF BUSINESS & INFORMATION SERVICES,HEARTLAND ALLIANCE HEALTH,2018,9
PV39949400231,2219.32,2019-09-19,DEPT OF FAMILY AND SUPPORT SERVICES,AMERICAN EXPRESS TRAVEL RELATE,2019,9
PV99433188663,2538.37,2019-03-24,DEPT OF GENERAL SERVICES,"OAKK CONSTRUCTION COMPANY, INC",2019,3
PVCI067572972,1618.27,2018-03-13,DEPT OF GENERAL SERVICES,SERVICE SANITATION,2018,3
PV39037905524,9754.3,2019-05-20,DEPT OF COMMUNITY DEVELOPMENT,HERC RENTALS INC,2019,5
PVCI855096634,13885.36,2018-08-26,DEPT OF FAMILY AND SUPPORT SERVICES,SALVATION ARMY FAMILY & COMMUNITY SERVICES,2018,8
PV27449473266,15170.92,2019-04-08,DEPT OF GENERAL SERVICES,CANON SOLUTIONS AMERICA INC,2019,4
PV27852319341,479.31,2019-07-06,DEPARTMENT OF HEALTH,HERTZ VEHICLES LLC,2019,7
PVCI377478929,2212.36,2018-07-21,DEPT OF FAMILY AND SUPPORT SERVICES,CITY UTILITY EQUIPMENT SALES & LEASING COMPANY,2018,7
PV39057921922,38565.67,2018-06-16,DEPT OF GENERAL SERVICES,FIRST SCRIPT,2018,6
CVIP166364348,6183.13,2019-06-12,DEPARTMENT OF CULTURAL AFFAIRS,"VCNA PRAIRIE ILLINOIS, INC.",2019,6
PV99275087498,786.36,2018-07-28,DEPT OF AVIATION,"PROGRESSIVE INDUSTRIES, INC.",2018,7
PV27923588160,2935.06,2018-06-10,CHICAGO DEPARTMENT OF TRANSPORTATION,COMMONWEALTH. EDISON CO.,2018,6
PVCI246275268,1839.59,2018-08-07,DEPT OF AVIATION,VERIZON WIRELESS,2018,8
PVRF932199091,539.64,2018-08-19,DEPARTMENT OF WATER MANAGEMENT,PV HOLDING CORP,2018,8
PVCI240401397,1511.53,2018-09-11,DEPT OF FAMILY AND SUPPORT SERVICES,"OCCUPATIONAL HEALTH CENTERS OF ILLINOIS, P.C",2018,9
PV39208610746,84467.27,2018-06-06,DEPT OF FAMILY AND SUPPORT SERVICES,JACOBS ENGINEERING GROUP INC,2018,6
PVCI141754958,17191.36,2019-07-01,DEPT OF AVIATION,CANON SOLUTIONS AMERICA INC,2019,7
PV39405985234,378480.24,2018-07-06,DEPT OF GENERAL SERVICES,KENNY CONSTRUCTION COMPANY,2018,7
PV27691168268,4702.16,2019-09-11,DEPT OF STREETS & SANITATION,"GRAYBAR ELECTRIC COMPANY, INC",2019,9
CVIP373442738,8919.15,2019-07-10,DEPT OF GENERAL SERVICES,CORNERSTONE COMMUNITY OUTREACH,2019,7
PVRF054368399,120599.73,2018-09-13,DEPT OF FAMILY AND SUPPORT SERVICES,"IT TAKES A VILLAGE CHILD CARE SERVICES, INC",2018,9
CVIP652426556,843.47,2018-03-28,DEPARTMENT OF CULTURAL AFFAIRS,P V HOLDING CORP,2018,3
PV27644705295,23126.09,2019-08-24,CHICAGO DEPARTMENT OF TRANSPORTATION,QUANTUM SOLUTIONS GROUP,2019,8
PV39962794974,86.87,2018-02-26,DEPT OF GENERAL SERVICES,NORTHWESTERN MED. FAC. FOUNDATION,2018,2
PV27107527791,35269.49,2018-03-04,DEPT OF AVIATION,AIR ONE EQUIPMENT INC,2018,3
CVIP600047145,15299.71,2019-09-06,DEPT OF AVIATION,AT&T CORP,2019,9
PV39759146606,43424.76,2018-10-26,DEPARTMENT OF WATER MANAGEMENT,SEBIS DIRECT,2018,10
PVRF970029930,352.53,2018-08-18,CHICAGO DEPARTMENT OF TRANSPORTATION,"OFFICE DEPOT, INC.",2018,8
PV99092842363,5205.62,2018-08-24,CHICAGO DEPARTMENT OF TRANSPORTATION,HOWARD BROWN HEALTH CENTER,2018,8
CVIP188877850,9488.47,2018-09-09,DEPARTMENT OF HEALTH,CAROLE ROBERTSON CENTER FOR LEARNING,2018,9
